1,2,5,4,14,6,7,16,9,10,11,15,,P
53293.35455246916,15447.656250000002,-10006.012731481484,-12099.604552469144,5149.218750000001,-8861.74189814815,-7766.208526234568,6102.777777777777,-3057.7459490740744,-33427.54147376544,14494.097222222224,-1913.475115740741,1,13.2
15447.656250000002,10171.296296296297,-1144.2708333333335,5149.218750000001,3559.953703703704,0.0,-6102.777777777777,2542.8240740740744,0.0,-14494.097222222224,4322.800925925926,0.0,2,2.1999999999999997
-10006.012731481484,-1144.2708333333335,7821.726851851853,8861.74189814815,0.0,2812.363425925926,3057.7459490740744,0.0,1955.4317129629633,-1913.475115740741,0.0,1713.8634259259259,5,-2.6399999999999997
-12099.604552469144,5149.218750000001,8861.74189814815,53293.35455246916,15447.656250000002,10006.012731481484,-33427.54147376544,14494.097222222224,1913.475115740741,-7766.208526234568,6102.777777777777,3057.7459490740744,4,13.2
5149.218750000001,3559.953703703704,0.0,15447.656250000002,10171.296296296297,1144.2708333333335,-14494.097222222224,4322.800925925926,0.0,-6102.777777777777,2542.8240740740744,0.0,14,2.1999999999999997
-8861.74189814815,0.0,2812.363425925926,10006.012731481484,1144.2708333333335,7821.726851851853,1913.475115740741,0.0,1713.8634259259259,-3057.7459490740744,0.0,1955.4317129629633,6,2.6399999999999997
-7766.208526234568,-6102.777777777777,3057.7459490740744,-33427.54147376544,-14494.097222222224,1913.475115740741,53293.35455246916,-15447.656250000002,10006.012731481484,-12099.604552469144,-5149.218750000001,8861.74189814815,7,13.2
6102.777777777777,2542.8240740740744,0.0,14494.097222222224,4322.800925925926,0.0,-15447.656250000002,10171.296296296297,-1144.2708333333335,-5149.218750000001,3559.953703703704,0.0,16,-2.1999999999999997
-3057.7459490740744,0.0,1955.4317129629633,1913.475115740741,0.0,1713.8634259259259,10006.012731481484,-1144.2708333333335,7821.726851851853,-8861.74189814815,0.0,2812.363425925926,9,2.6399999999999997
-33427.54147376544,-14494.097222222224,-1913.475115740741,-7766.208526234568,-6102.777777777777,-3057.7459490740744,-12099.604552469144,-5149.218750000001,-8861.74189814815,53293.35455246916,-15447.656250000002,-10006.012731481484,10,13.2
14494.097222222224,4322.800925925926,0.0,6102.777777777777,2542.8240740740744,0.0,-5149.218750000001,3559.953703703704,0.0,-15447.656250000002,10171.296296296297,1144.2708333333335,11,-2.1999999999999997
-1913.475115740741,0.0,1713.8634259259259,3057.7459490740744,0.0,1955.4317129629633,8861.74189814815,0.0,2812.363425925926,-10006.012731481484,1144.2708333333335,7821.726851851853,15,-2.6399999999999997
